pertanyaan,jawaban,referensi
"Jika akun e‑VOA belum aktif, apa yang harus dilakukan?","Gunakan live chat atau kirim email ke humas@imigrasi.go.id dengan nama pemohon, nomor paspor, nomor transaksi, dan bukti pembayaran.",https://www.imigrasi.go.id/faq/visa
Visa apa yang cocok untuk saya yang ingin berkunjung ke Indonesia?,Silakan cek menu “Permohonan Visa Republik Indonesia” di laman Warga Negara Asing Imigrasi RI.,https://www.imigrasi.go.id/faq/visa
Negara mana saja yang termasuk E‑VOA?,"Daftar dari 97 negara (Afrika Selatan, AS, Inggris, Jepang, Turki, dan banyak lagi).",https://www.imigrasi.go.id/faq/visa
Apa yang harus dilakukan jika tidak bisa login ke aplikasi M‑Paspor?,"Pastikan aplikasi terpasang versi terbaru atau lakukan install ulang. Jika masih bermasalah, gunakan fitur live chat atau kirim email ke humas@imigrasi.go.id sertakan Nama, NIK, email, dan telepon",https://www.imigrasi.go.id/faq/m-paspor
Bagaimana mendapatkan kuota di aplikasi M‑Paspor?,"Kuota ditentukan oleh masing-masing kantor imigrasi. Untuk informasi lebih lanjut, hubungi kantor imigrasi tempat Anda mendaftar.",https://www.imigrasi.go.id/faq/m-paspor
Apa yang harus dilakukan jika muncul pesan “Request Timed Out”?,Hapus aplikasi lalu install ulang untuk mengatasi masalah RTO.,https://www.imigrasi.go.id/faq/m-paspor
Apa yang harus dilakukan jika tidak bisa mengunduh surat pengantar?,Tidak perlu unduh — cukup tunjukkan QR Code dan bukti pembayaran ke petugas di kantor imigrasi tujuan.,https://www.imigrasi.go.id/faq/m-paspor
Bagaimana cara menutup akun di aplikasi M‑Paspor?,"Buka menu Profile → pilih tutup akun → isi alasan → klik “Ya, lanjut tutup akun”. Akun tidak bisa dipakai lagi setelah ditutup.",https://www.imigrasi.go.id/faq/m-paspor
Apa yang harus dilakukan jika status pembayaran tidak berubah setelah bayar?,"Tunggu hingga 1×24 jam dan cek status di aplikasi. Jika masih bermasalah, hubungi humas@imigrasi.go.id atau live chat dengan lampirkan bukti bayar, Nama, NIK, kode billing & permohonan.",https://www.imigrasi.go.id/faq/m-paspor
Apa syarat pengajuan Izin Tinggal Kunjungan (ITK)?,"Jika baru yaitu surat penjaminan + paspor asli yang masih berlaku. Untuk Anak lahir di Indonesia paspor anak, akta lahir, fotokopi paspor orang tua, dan izin tinggal orang tua. Cara perpanjangan yaitu formulir + surat penjaminan + paspor + bukti pendaftaran (untuk perpanjangan ke-2–5) + return-ticket; boleh diperpanjang hingga lima kali, masing-masing 30 hari berturut-turut",https://www.imigrasi.go.id/faq/izin-tinggal
Bagaimana cara alih status dari ITK ke Izin Tinggal Terbatas (ITAS)?,"Ajukan saat orang asing masih berada di Indonesia. Bisa untuk studi, kerja, penggabungan keluarga, penanaman modal, rohaniwan, penelitian, wisatawan lanjut usia, atau pengembalian kewarganegaraan RI.
Setiap alih status perlu dokumen seperti: surat penjaminan, paspor, surat domisili, rekomendasi instansi terkait, RPTKA (untuk pekerja/investor), akta nikah/anak, dll.",https://www.imigrasi.go.id/faq/izin-tinggal
Apa syarat pengajuan Izin Tinggal Terbatas (ITAS)?,"Untuk umum formulir, surat penjaminan (kecuali pasangan WNI), paspor + fotokopi. Lalu untuk khusus tambahan dokumen sesuai tujuan, misalnya RPTKA, rekomendasi instansi, surat domisili, akta kelahiran/nikah-anak, Tanda Masuk (visa).
Syarat yang sama juga berlaku untuk perpanjangan ITAS + wajib lampirkan kartu ITAS lama",https://www.imigrasi.go.id/faq/izin-tinggal
Apa syarat pengajuan Izin Tinggal Tetap (ITAP)?,"Bukti pendaftaran online, surat permohonan & jaminan, surat kuasa (jika dikuasakan), E-KTP penjamin, paspor & KITAP, E-KTP pemohon asing, pernyataan integrasi.
Untuk eks-WNI, anak ikut ITAP, atau eks-ganda, tambahan dokumen seperti akta lahir, keputusan kewarganegaraan, dan bukti KITAP lama diperlukan.",https://www.imigrasi.go.id/faq/izin-tinggal
Bagaimana alih status dari ITAS ke ITAP?,"Dapat dilakukan oleh pemegang ITAS seperti rohaniwan, pekerja, investor, lanjut usia, penggabungan pasangan atau anak, atau eks-WNI.
Harus sudah tinggal minimal 3 tahun berturut-turut dan melampirkan paspor, fotokopi ITAS, surat domisili, pernyataan integrasi, rekomendasi instansi, dan dokumen status keluarga.",https://www.imigrasi.go.id/faq/izin-tinggal
Apa itu ABTC?,"ABTC adalah kartu perjalanan bisnis untuk WNI, berlaku di 19 negara anggota APEC yang menerapkan skema APEC Business Travel Card.",https://www.imigrasi.go.id/faq/izin-tinggal
Bagaimana cara mendapatkan ABTC?,"Caranya ditujukan untuk pebisnis bonafide setara direksi atau komisaris, berstatus PT (bukan CV/UD). Untuk proses manual mengisi formulir, surat permohonan perusahaan, rekomendasi asosiasi, referensi bank (saldo ≥Rp 500 juta), paspor (≥2 tahun), bukti 3 perjalanan bisnis dalam 6 bulan, SKCK, KTP, pas foto, tanda tangan spidol, surat tugas jika diwakili, serta biaya Rp 2,5 juta (3,5 juta jika hilang/rusak)",https://www.imigrasi.go.id/faq/kartu-perjalanan-pebisnins-apec
 Berapa biaya pengurusan ABTC?,"Untuk baru atau perpanjangan Rp 2.500.000, untuk penggantian kartu hilang/rusak: Rp 3.500.000",https://www.imigrasi.go.id/faq/kartu-perjalanan-pebisnins-apec
Berapa lama proses & masa berlaku kartu?,"Sekitar ±6 bulan atau lebih, tergantung persetujuan dari 18 negara peserta. Masa berlaku 5 tahun, maksimum tidak melebihi masa berlaku paspor",https://www.imigrasi.go.id/faq/kartu-perjalanan-pebisnins-apec
Dimana mengajukan ABTC?,"Di Subdit Visa, Ditjen Imigrasi, Kuningan – Jakarta Selatan",https://www.imigrasi.go.id/faq/kartu-perjalanan-pebisnins-apec
Negara mana saja yang menggunakan ABTC?,"19 negara anggota APEC yang menerapkan kartu ini, seperti AS, Australia, Kanada, China, Jepang, Korea, dan lainnya.",https://www.imigrasi.go.id/faq/kartu-perjalanan-pebisnins-apec
Apa persyaratan untuk membuat ABTC?,"Untuk update data/penggantian paspor formulir + kartu lama + fotokopi paspor baru + tanda tangan + surat kuasa. Untuk pemohon di luar negeri: bukti domisili, dokumen lokal dilegalisasi KBRI. Untuk hilang/rusak surat kehilangan/SKCK, kartu lama untuk rusak",https://www.imigrasi.go.id/faq/kartu-perjalanan-pebisnins-apec
Apa saja persyaratan permohonan paspor anak berkewarganegaraan ganda?,"Persyaratannya KTP (atau surat keterangan pindah luar negeri), KK, dokumen seperti akta lahir, buku nikah, ijazah, atau surat baptis, surat pewarganegaraan bagi WNI hasil naturalisasi, atau surat pernyataan kewarganegaraan, surat penetapan ganti nama (jika sudah ganti nama), Nama, tempat/tanggal lahir, dan nama orang tua harus tercantum; jika belum, lampirkan surat keterangan resmi",https://www.imigrasi.go.id/faq/affidavit
Bagaimana prosedur permohonan paspor anak berkewarganegaraan ganda?,"Jika lahir sebelum 1 Agustus 2006 dan belum memiliki pendaftaran tetap: cukup mengurus izin keimigrasian di kantor Imigrasi setempat. Jika sudah teregistrasi tetap: orang tua/wali harus melapor ke kantor imigrasi, lampirkan paspor, SK Menteri terkait, dan kembalikan dokumen imigrasi. Anak WAJIB lampirkan Affidavit (surat pernyataan) jika memiliki paspor lain. Biayanya Rp 400.000. Untuk anak yang lahir setelah 1 Agustus 2006: dapat Dokumen Perjalanan RI (DPRI) bertanda cap kewarganegaraan ganda, juga wajib sertakan Affidavit (Rp 400.000). Fasilitasnya antara lain: bebas visa & izin tinggal, pemilihan paspor, dan cap kewarganegaraan ganda pada ED Card",https://www.imigrasi.go.id/faq/affidavit
Bagaimana cara mendaftar offline untuk pekerja Penerima Upah (PU) ?,"Datang ke kantor cabang, SPO bank mitra, PTSP, atau Perisai. Serahkan dokumen (E‑KTP, KK, NPWP, izin usaha), isi formulir, ambil nomor antrian, bayar iuran, lalu terima kartu peserta & sertifikat dalam maksimal 7 hari",https://www.bpjsketenagakerjaan.go.id/search.html
Bagaimana cara mendaftar online untuk pekerja Penerima Upah (PU) ?,Gunakan portal pendaftaran BPJS Ketenagakerjaan - pilih “Pendaftar Peserta” → input email & captcha → aktifkan melalui email → lengkapi data perusahaan & pekerja → bayar setelah menerima kode iuran → kartu digital dikirim media elektronik atau di cabang,https://www.bpjsketenagakerjaan.go.id/search.html
Bagaimana cara mendaftar untuk pekerja Bukan Penerima Upah (BPU)?,"Kunjungi kantor cabang, SPO bank, PPOB, atau Perisai—bawa fotokopi E‑KTP. Jika online. Daftar mandiri via website BPJS (bpjsketenagakerjaan.go.id/bpu) atau platform seperti Cermati.com. Hanya perlu E‑KTP dan email aktif",https://www.bpjsketenagakerjaan.go.id/search.html
Bagaimana cara mendaftar untuk Jasa Konstruksi (Jakon)?,"Mendaftar melalui kantor cabang atau aplikasi e‑jakon. Isilah data proyek (nama pekerja, upah, kontrak/SPK) → bayar iuran via kode bayar → dapat sertifikat digital",https://www.bpjsketenagakerjaan.go.id/search.html
Bagaimana cara mendaftar untuk Pekerja Migran Indonesia (PMI)?,"Daftar di kantor cabang atau melalui mitra, bawa fotokopi KTP, KK, paspor, perjanjian kerja, dan kartu BPJS lama (jika perpanjangan)",https://www.bpjsketenagakerjaan.go.id/search.html
Apa syarat dokumen yang diperlukan?,"Untuk PU yaitu E‑KTP, KK, NPWP, izin usaha, formulir pendaftaran pekerja. Untuk BPU yaitu E‑KTP + email aktif. Untuk Jakon data pekerja, SPK/kontrak, formulir, KK/SPK. Untuk PMI E‑KTP, KK, paspor, perjanjian kerja, (kartu BPJS lama jika perpanjangan).",https://www.bpjsketenagakerjaan.go.id/search.html
Berapa besaran iuran?,"Untuk PU JKK 0,24–1,74 persen, JKM 0,3 persen, JHT 3,7 persen (perusahaan) + 2 persen (pekerja), JP 2 persen + 1 persen. Untuk BPU Iuran berkisar JKK Rp 10.000–207.000, JKM Rp 6.800, JHT Rp 20.000–414.000. Jakon dan PMI: sesuai nilai kontrak atau skema migran, lihat detail di situs resmi.",https://www.bpjsketenagakerjaan.go.id/search.html
Siapa yang termasuk peserta BPU?,"Pekerja mandiri atau sektor informal seperti freelancer, petani, sopir, pedagang, guru privat, dll., berusia 15–< 60 tahun, aktif bekerja, dan memiliki KTP Elektronik.",https://www.bpjsketenagakerjaan.go.id/search.html
Apa manfaat program BPU?,"JKK (Jaminan Kecelakaan Kerja), JKM (Jaminan Kematian) + beasiswa anak, JHT (Jaminan Hari Tua) sebagai tambahan pension (Beasiswa: hingga Rp 12 juta/tahun per anak, atau Rp 174 juta total)",https://www.bpjsketenagakerjaan.go.id/search.html
Dokumen apa yang dibutuhkan untuk pendaftaran?,Kamu butuh NIK/KTP Elektronik dan alamat email aktif,https://www.bpjsketenagakerjaan.go.id/search.html
Bagaimana cara daftar BPU?,"Ada tiga cara untuk online daftar di situs BPU (bpjsketenagakerjaan.go.id/bpu), Verifikasi email, Isi data prakerja & pekerjaan, Bayar iuran, Kartu digital diterima dalam 7 hari. Untuk offline pergi ke kantor cabang BPJSTK, SPO bank, PPOB/Agen, atau PERISAI, Isi formulir, serahkan dokumen, bayar, Kartu peserta sampai dalam 7 hari. Untuk mitra digital, Grab, Gojek, BRI/BNI agents, Alfamart/Indomaret/POS/Gerai retail, Isi data & bayar via aplikasi atau kasir; kartu elektronik akan dikirimkan.",https://www.bpjsketenagakerjaan.go.id/search.html
Berapa lama kartu peserta BPU diterima setelah bayar?,Maksimal 7 hari kerja setelah pembayaran diverifikasi lengkap.,https://www.bpjsketenagakerjaan.go.id/search.html
Bagaimana cara membayar iuran rutin?,"Pembayaran bisa dilakukan via, Autodebit perbankan (OVO, DANA, BRI, i.saku, dll.), Internet/Mobile Banking, Agen retail (Alfamart, Indomaret, POS, dsb.), Aplikasi e‑commerce (Tokopedia, Shopee, Grab, LinkAja, GoTagihan).",https://www.bpjsketenagakerjaan.go.id/search.html
Apakah ada batasan usia pendaftaran?,"Minimal 15 tahun (dengan batasan usia 13–15 khusus kondisi tertentu), maksimal < 60 tahun.",https://www.bpjsketenagakerjaan.go.id/search.html
